"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_paper_ccus_capture_potential;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_paper_ccus_captured_co2;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_paper_ccus_electricity_use;;PJ/Mton"
"Emissions;Carbon capture utilisation and storage;Utilisation and storage of CO<sub>2</sub>;external_coupling_molecules_other_utilisation_demand;;Mton"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> capture in industry;investment_costs_co2_capture_industry;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> capture in energy sector;investment_costs_co2_ccs;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> storage;investment_costs_co2_storage;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> transport;investment_costs_co2_transport;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> utilisation;investment_costs_co2_utilisation;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> capture in industry;om_costs_co2_capture_industry;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> capture in energy sector;om_costs_co2_ccs;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> storage;om_costs_co2_storage;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> transport;om_costs_co2_transport;;%"
"Costs & efficiencies;CO<sub>2</sub> capture utilisation and storage costs;CO<sub>2</sub> utilisation;om_costs_co2_utilisation;;%"
"Emissions;Carbon capture utilisation and storage;Utilisation and storage of CO<sub>2</sub>;output_of_energy_production_synthetic_kerosene_must_run;;PJ"
"Emissions;Carbon capture utilisation and storage;Utilisation and storage of CO<sub>2</sub>;output_of_energy_production_synthetic_methanol;;PJ"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_chp_local_ht_wood_pellets_ccs_dispatchable;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_chp_local_ht_wood_pellets_ccs_must_run;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_chp_local_mt_wood_pellets_ccs_dispatchable;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_chp_local_mt_wood_pellets_ccs_must_run;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_chp_supercritical_ccs_ht_waste_mix;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_chp_supercritical_ccs_mt_waste_mix;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_hydrogen_autothermal_reformer_ccs_must_run;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_hydrogen_biomass_gasification_ccs;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_hydrogen_steam_methane_reformer_ccs_must_run;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_power_combined_cycle_ccs_coal;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_power_combined_cycle_ccs_network_gas;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_power_supercritical_ccs_waste_mix;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_power_ultra_supercritical_ccs_coal;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_power_wood_pellets_ccs_dispatchable;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in energy sector;share_of_energy_power_wood_pellets_ccs_must_run;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;share_of_industry_chemicals_fertilizers_captured_combustion_co2;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;share_of_industry_chemicals_fertilizers_captured_processes_co2;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;share_of_industry_other_food_captured_co2;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;share_of_industry_other_paper_captured_co2;;%"
"Emissions;Carbon capture utilisation and storage;Capture of CO<sub>2</sub> in industry sector;share_of_industry_steel_captured_co2;;%"
"Emissions;Carbon capture utilisation and storage;Transport of CO<sub>2</sub>;share_of_molecules_transport_pipelines_co2;;%"
"Emissions;Carbon capture utilisation and storage;Transport of CO<sub>2</sub>;share_of_molecules_transport_ships_co2;;%"
"Emissions;Carbon capture utilisation and storage;Import of CO<sub>2</sub>;volume_of_molecules_import_co2_baseload;;Mton"
