Sidebar item,Item key,Name,Raw key,User value,Unit
Demand;Energy demand non-residential buildings;Space heating;buildings_space_heater_wood_pellets_share;;%
Demand;Energy demand non-residential buildings;Development of demand;buildings_useful_demand_cooling;;%
Demand;Energy demand non-residential buildings;Development of demand;buildings_useful_demand_electricity;;%
Demand;Energy demand non-residential buildings;Appliances;buildings_useful_demand_for_appliances;;%
Demand;International transport;International transport;bunkers_allocated_percentage_aviation;;%
Demand;International transport;International transport;bunkers_allocated_percentage_shipping;;%
Demand;International transport;International aviation technology;bunkers_aviation_using_electricity_share;;%
Demand;International transport;International aviation technology;bunkers_aviation_using_hydrogen_share;;%
Demand;International transport;International aviation technology;bunkers_aviation_using_kerosene_mix_share;;%
Supply;Transport fuels;International aviation;bunkers_plane_using_bio_kerosene_share;;%
Supply;Transport fuels;International aviation;bunkers_plane_using_kerosene_share;;%
Demand;International transport;International navigation technology;bunkers_ship_using_ammonia_share;;%
Demand;International transport;International navigation technology;bunkers_ship_using_electricity_share;;%
Demand;International transport;International navigation technology;bunkers_ship_using_heavy_fuel_oil_share;;%
Demand;International transport;International navigation technology;bunkers_ship_using_hydrogen_share;;%
Demand;International transport;International navigation technology;bunkers_ship_using_lng_share;;%
Demand;International transport;Mobility growth;bunkers_useful_demand_planes;;%
Demand;International transport;Mobility growth;bunkers_useful_demand_ships;;%
Costs & efficiencies;Flexibility;Electricity storage;capacity_costs_energy_flexibility_flow_batteries_electricity;;%
Demand;Agriculture energy demand;Heat from local CHPs;capacity_of_agriculture_chp_engine_biogas;;MW
Demand;Agriculture energy demand;Heat from local CHPs;capacity_of_agriculture_chp_engine_network_gas_dispatchable;;MW
Demand;Agriculture energy demand;Heat from local CHPs;capacity_of_agriculture_chp_engine_network_gas_must_run;;MW
Demand;Agriculture energy demand;Heat from local CHPs;capacity_of_agriculture_chp_wood_pellets;;MW
Demand;Agriculture energy demand;Heat;capacity_of_agriculture_flexibility_p2h_electricity;;MW
Supply;Renewable electricity;Solar power;capacity_of_buildings_solar_pv_solar_radiation;;MW
Supply;Renewable electricity;Solar power;capacity_of_energy_battery_solar_pv_solar_radiation;;MW
Supply;Renewable electricity;Wind turbines;capacity_of_energy_battery_wind_turbine_inland;;MW
Supply;Electricity;Gas plants;capacity_of_energy_chp_combined_cycle_network_gas;;MW
Supply;Renewable electricity;Biomass plants;capacity_of_energy_chp_local_engine_biogas;;MW
Supply;Electricity;Gas plants;capacity_of_energy_chp_local_engine_network_gas;;MW
Supply;Renewable electricity;Biomass plants;capacity_of_energy_chp_local_wood_pellets_dispatchable;;MW
Supply;Renewable electricity;Biomass plants;capacity_of_energy_chp_local_wood_pellets_must_run;;MW
Supply;Renewable electricity;Waste power;capacity_of_energy_chp_supercritical_waste_mix;;MW
Supply;Electricity;Coal plants;capacity_of_energy_chp_ultra_supercritical_coal;;MW
Supply;Electricity;Coal plants;capacity_of_energy_chp_ultra_supercritical_cofiring_coal;;MW
Flexibility;Electricity storage;Flow batteries;capacity_of_energy_flexibility_flow_batteries_electricity;;MW
Flexibility;Electricity storage;Underground pumped hydro storage;capacity_of_energy_flexibility_hv_opac_electricity;;MW
Flexibility;Electricity storage;Large-scale batteries;capacity_of_energy_flexibility_mv_batteries_electricity;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_boiler_ht_electricity;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_boiler_lt_electricity;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_boiler_mt_electricity;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_burner_ht_hydrogen;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_burner_ht_network_gas;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_burner_ht_waste_mix;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_burner_ht_wood_pellets;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_burner_lt_hydrogen;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_burner_mt_hydrogen;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_burner_mt_network_gas;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_burner_mt_waste_mix;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_burner_mt_wood_pellets;;MW
Flexibility;Electricity conversion;Conversion to heat for district heating;capacity_of_energy_heat_flexibility_p2h_boiler_electricity;;MW
Flexibility;Electricity conversion;Conversion to heat for district heating;capacity_of_energy_heat_flexibility_p2h_heatpump_electricity;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_heatpump_drink_water_water_ts_lt_electricity;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_heatpump_drink_water_water_ts_mt_electricity;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_heatpump_surface_water_water_ts_lt_electricity;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_heatpump_surface_water_water_ts_mt_electricity;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_heatpump_waste_water_water_ts_lt_electricity;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_heatpump_waste_water_water_ts_mt_electricity;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_heatpump_water_water_ht_electricity;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_heatpump_water_water_lt_electricity;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_heatpump_water_water_mt_electricity;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_solar_ht_solar_thermal;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_solar_lt_solar_thermal;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_solar_mt_solar_thermal;;MW
Supply;High-temperature (HT) district heating;Sources;capacity_of_energy_heat_well_deep_ht_geothermal;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_well_deep_mt_geothermal;;MW
Supply;Medium-temperature (MT) district heating;Sources;capacity_of_energy_heat_well_shallow_heatpump_mt_geothermal;;MW
Supply;Low-temperature (LT) district heating;Sources;capacity_of_energy_heat_well_shallow_lt_geothermal;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_ammonia_reformer_dispatchable;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_ammonia_reformer_must_run;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_autothermal_reformer_dispatchable;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_autothermal_reformer_must_run;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_biomass_gasification;;MW
Flexibility;Electricity conversion;Conversion to hydrogen;capacity_of_energy_hydrogen_flexibility_p2g_electricity;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_liquid_hydrogen_regasifier;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_lohc_reformer;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_solar_pv_solar_radiation;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_steam_methane_reformer_dispatchable;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_steam_methane_reformer_must_run;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen storage;capacity_of_energy_hydrogen_storage_depleted_gas_field;;hours
Supply;Hydrogen carriers and ammonia;Hydrogen storage;capacity_of_energy_hydrogen_storage_salt_cavern;;hours
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_hydrogen_wind_turbine_offshore;;MW
Supply;Hydrogen carriers and ammonia;Ammonia production;capacity_of_energy_imported_ammonia_baseload;;MW
Supply;Hydrogen carriers and ammonia;Hydrogen production;capacity_of_energy_imported_hydrogen_baseload;;MW
Supply;Electricity;Coal plants;capacity_of_energy_power_combined_cycle_coal;;MW
Supply;Renewable electricity;Hydrogen plants;capacity_of_energy_power_combined_cycle_hydrogen;;MW
Supply;Electricity;Gas plants;capacity_of_energy_power_combined_cycle_network_gas;;MW
Supply;Electricity;Oil plants;capacity_of_energy_power_engine_diesel;;MW
Supply;Electricity;Gas plants;capacity_of_energy_power_engine_network_gas;;MW
Supply;Renewable electricity;Geothermal;capacity_of_energy_power_geothermal;;MW
Supply;Renewable electricity;Wind turbines;capacity_of_energy_power_hybrid_wind_turbine_offshore;;MW
Supply;Renewable electricity;Hydroelectric power;capacity_of_energy_power_hydro_river;;MW
Supply;Electricity;Nuclear plants;capacity_of_energy_power_nuclear_gen2_uranium_oxide;;MW
Supply;Electricity;Nuclear plants;capacity_of_energy_power_nuclear_gen3_uranium_oxide;;MW
Supply;Electricity;Nuclear plants;capacity_of_energy_power_nuclear_small_modular_reactor_uranium_oxide;;MW
Supply;Renewable electricity;Solar power;capacity_of_energy_power_solar_pv_offshore;;MW
Supply;Renewable electricity;Solar power;capacity_of_energy_power_solar_pv_solar_radiation;;MW
Supply;Electricity;Coal plants;capacity_of_energy_power_supercritical_coal;;MW
Supply;Renewable electricity;Waste power;capacity_of_energy_power_supercritical_waste_mix;;MW
Supply;Renewable electricity;Hydrogen plants;capacity_of_energy_power_turbine_hydrogen;;MW
Supply;Electricity;Gas plants;capacity_of_energy_power_turbine_network_gas;;MW
Supply;Electricity;Coal plants;capacity_of_energy_power_ultra_supercritical_coal;;MW
Supply;Electricity;Coal plants;capacity_of_energy_power_ultra_supercritical_cofiring_coal;;MW
Supply;Electricity;Oil plants;capacity_of_energy_power_ultra_supercritical_crude_oil;;MW
Supply;Electricity;Gas plants;capacity_of_energy_power_ultra_supercritical_network_gas;;MW
Supply;Renewable electricity;Wind turbines;capacity_of_energy_power_wind_turbine_coastal;;MW
Supply;Renewable electricity;Wind turbines;capacity_of_energy_power_wind_turbine_inland;;MW
Supply;Renewable electricity;Wind turbines;capacity_of_energy_power_wind_turbine_offshore;;MW
Supply;Renewable electricity;Biomass plants;capacity_of_energy_power_wood_pellets_dispatchable;;MW
Supply;Renewable electricity;Biomass plants;capacity_of_energy_power_wood_pellets_must_run;;MW
Emissions;Carbon capture,utilisation and storage;Utilisation and storage of CO<sub>2</sub>;capacity_of_energy_production_synthetic_kerosene_dispatchable;;MW
Supply;Renewable electricity;Solar power;capacity_of_households_solar_pv_solar_radiation;;MW
Flexibility;Load on electricity network;Demand response - load shifting in industry;capacity_of_industry_chemical_flexibility_load_shifting_electricity;;%
Demand;Industry energy demand;Fertilizers;capacity_of_industry_chemicals_fertilizers_flexibility_p2h_electricity;;MW
Demand;Industry energy demand;Chemicals;capacity_of_industry_chemicals_other_flexibility_p2h_electricity;;MW
Demand;Industry energy demand;Refineries;capacity_of_industry_chemicals_refineries_flexibility_p2h_electricity;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_chp_combined_cycle_gas_power_fuelmix;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_chp_engine_gas_power_fuelmix;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_chp_turbine_gas_power_fuelmix;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_chp_turbine_hydrogen;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_chp_ultra_supercritical_coal;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_chp_wood_pellets;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_heat_burner_coal;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_heat_burner_crude_oil;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_heat_burner_hydrogen;;MW
Demand;Industry energy demand;Steam network sources;capacity_of_industry_heat_well_geothermal;;MW
Flexibility;Load on electricity network;Demand response - load shifting in industry;capacity_of_industry_metal_flexibility_load_shifting_electricity;;%
Flexibility;Load on electricity network;Demand response - load shifting in industry;capacity_of_industry_other_flexibility_load_shifting_electricity;;%
Demand;Industry energy demand;Food;capacity_of_industry_other_food_flexibility_p2h_electricity;;MW
Flexibility;Load on electricity network;Demand response - load shifting in industry;capacity_of_industry_other_ict_flexibility_load_shifting_electricity;;%
Demand;Industry energy demand;Paper;capacity_of_industry_other_paper_flexibility_p2h_electricity;;MW
Emissions;Greenhouse gases;Agriculture;change_in_energetic_emissions_other_ghg_agriculture;;%
Emissions;Greenhouse gases;Built Environment;change_in_energetic_emissions_other_ghg_buildings;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_energetic_emissions_other_ghg_energy;;%
Emissions;Greenhouse gases;Built Environment;change_in_energetic_emissions_other_ghg_households;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_energetic_emissions_other_ghg_industry;;%
Emissions;Greenhouse gases;Transport;change_in_energetic_emissions_other_ghg_transport;;%
Emissions;Greenhouse gases;Indirect emissions;change_in_indirect_emissions_co2;;%
Emissions;Greenhouse gases;Agriculture;change_in_non_energetic_emissions_co2_agriculture_manure;;%
Emissions;Greenhouse gases;Agriculture;change_in_non_energetic_emissions_co2_agriculture_soil_cultivation;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_non_energetic_emissions_co2_chemical_industry;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_non_energetic_emissions_co2_other_industry;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_non_energetic_emissions_co2_waste_management;;%
Emissions;Greenhouse gases;Agriculture;change_in_non_energetic_emissions_other_ghg_agriculture_fermentation;;%
Emissions;Greenhouse gases;Agriculture;change_in_non_energetic_emissions_other_ghg_agriculture_manure;;%
Emissions;Greenhouse gases;Agriculture;change_in_non_energetic_emissions_other_ghg_agriculture_other;;%
Emissions;Greenhouse gases;Agriculture;change_in_non_energetic_emissions_other_ghg_agriculture_soil_cultivation;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_non_energetic_emissions_other_ghg_chemical_industry;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_non_energetic_emissions_other_ghg_other_industry;;%
Emissions;Greenhouse gases;Industry and Energy;change_in_non_energetic_emissions_other_ghg_waste_management;;%
Supply;Biomass;CO<sub>2</sub> emissions of biomass;climate_relevant_co2_biomass_gas_future;;%
Supply;Biomass;CO<sub>2</sub> emissions of biomass;climate_relevant_co2_biomass_gas_present;;%
Supply;Biomass;CO<sub>2</sub> emissions of biomass;climate_relevant_co2_biomass_liquid_future;;%
Supply;Biomass;CO<sub>2</sub> emissions of biomass;climate_relevant_co2_biomass_liquid_present;;%
Supply;Biomass;CO<sub>2</sub> emissions of biomass;climate_relevant_co2_biomass_solid_future;;%
Supply;Biomass;CO<sub>2</sub> emissions of biomass;climate_relevant_co2_biomass_solid_present;;%
Emissions;Emission factors;CO<sub>2</sub> emissions of imported hydrogen carriers and ammmonia;co2_emissions_of_imported_ammonia_future;;kg/MWh
Emissions;Emission factors;CO<sub>2</sub> emissions of imported heat;co2_emissions_of_imported_heat;;kg/GJ
Emissions;Emission factors;CO<sub>2</sub> emissions of imported hydrogen carriers and ammmonia;co2_emissions_of_imported_hydrogen_future;;kg/MWh
Emissions;Emission factors;CO<sub>2</sub> emissions of imported hydrogen carriers and ammmonia;co2_emissions_of_imported_liquid_hydrogen_future;;kg/MWh
Emissions;Emission factors;CO<sub>2</sub> emissions of imported hydrogen carriers and ammmonia;co2_emissions_of_imported_lohc_future;;kg/MWh
Supply;Biomass;Biocoal and bio-oil in energy plants;co_firing_biocoal_share;;%
Supply;Biomass;Biocoal and bio-oil in energy plants;co_firing_coal_share;;%
Flexibility;Electricity storage;Solar plants with storage systems;connection_capacity_always_on_solar_pv_solar_radiation;;%
Flexibility;Electricity storage;Wind turbines with storage systems;connection_capacity_always_on_wind_turbine_inland;;%
Costs & efficiencies;Fuel prices;Biofuels;costs_bio_ethanol;; €/liter
Costs & efficiencies;Fuel prices;Biofuels;costs_biodiesel;; €/liter
Costs & efficiencies;Fuel prices;Biofuels;costs_biogas;; €/MWh
Costs & efficiencies;Heat;Costs heating;costs_buildings_ht_heat_delivery_system_costs_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_buildings_lt_heat_delivery_system_costs_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_buildings_mt_heat_delivery_system_costs_eur_per_connection;;€/connection
Costs & efficiencies;CO<sub>2</sub> capture,utilisation and storage costs;Prices;costs_captured_biogenic_co2;;€/tonne
Costs & efficiencies;CO<sub>2</sub> capture,utilisation and storage costs;Prices;costs_co2;;€/tonne
Costs & efficiencies;CO<sub>2</sub> capture,utilisation and storage costs;Prices;costs_co2_free_allocation;;%
Costs & efficiencies;Fuel prices;Fossil fuels;costs_coal;;$/tonne
Costs & efficiencies;Flexibility;Value of Lost Load;costs_electricity_fallback_price;;€/MWh
Costs & efficiencies;Fuel prices;Fossil fuels;costs_gas;; €/MWh
Costs & efficiencies;Fuel prices;Biofuels;costs_greengas;; €/MWh
Costs & efficiencies;Heat;Costs district heating infrastructure;costs_heat_infra_indoors;;%
Costs & efficiencies;Heat;Costs district heating infrastructure;costs_heat_infra_outdoors;;%
Costs & efficiencies;Heat;Costs district heating infrastructure;costs_heat_network_storage_ht_steam_hot_water;;€/MWh
Costs & efficiencies;Heat;Costs district heating infrastructure;costs_heat_network_storage_lt_steam_hot_water;;€/MWh
Costs & efficiencies;Heat;Costs district heating infrastructure;costs_heat_network_storage_mt_steam_hot_water;;€/MWh
Costs & efficiencies;Heat;Costs heating;costs_households_ht_heat_delivery_system_costs_apartments_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_households_ht_heat_delivery_system_costs_ground_level_houses_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_households_lt_heat_delivery_system_costs_apartments_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_households_lt_heat_delivery_system_costs_ground_level_houses_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_households_mt_heat_delivery_system_costs_apartments_eur_per_connection;;€/connection
Costs & efficiencies;Heat;Costs heating;costs_households_mt_heat_delivery_system_costs_ground_level_houses_eur_per_connection;;€/connection
Costs & efficiencies;Hydrogen carriers and ammonia;Imported hydrogen carriers and ammonia;costs_hydrogen;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Hydrogen storage;costs_hydrogen_storage_depleted_gas_field;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Hydrogen storage;costs_hydrogen_storage_salt_cavern;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Hydrogen transport;costs_hydrogen_transport_compressed_trucks;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Hydrogen transport;costs_hydrogen_transport_pipelines;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Hydrogen transport;costs_hydrogen_transport_pipelines_offshore;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Imported hydrogen carriers and ammonia;costs_imported_ammonia;;€/MWh
Costs & efficiencies;Heat;Costs heating;costs_imported_heat;;€/GJ
Costs & efficiencies;Hydrogen carriers and ammonia;Imported hydrogen carriers and ammonia;costs_imported_liquid_hydrogen;;€/MWh
Costs & efficiencies;Hydrogen carriers and ammonia;Imported hydrogen carriers and ammonia;costs_imported_lohc;;€/MWh
Costs & efficiencies;Heat;Costs heating;costs_industry_residual_heat;;%
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_hv_net;;€/kW
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_interconnector_net;;€/kW
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_lv_mv_trafo;;€/kW
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_lv_net;;€/kW
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_mv_hv_trafo;;€/kW
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_mv_net;;€/kW
Costs & efficiencies;Infrastructure costs;Electricity infrastructure costs;costs_infrastructure_electricity_offshore_net;;€/kW
Costs & efficiencies;Fuel prices;Fossil fuels;costs_oil;;$/barrel
Costs & efficiencies;Fuel prices;Nuclear fuels;costs_uranium;;€/kg
Costs & efficiencies;Weighted average cost of capital (WACC);Weighted average cost of capital (WACC);costs_wacc_households;;%
Costs & efficiencies;Weighted average cost of capital (WACC);Weighted average cost of capital (WACC);costs_wacc_proven_technologies;;%
Costs & efficiencies;Weighted average cost of capital (WACC);Weighted average cost of capital (WACC);costs_wacc_public_infrastructure;;%
Costs & efficiencies;Weighted average cost of capital (WACC);Weighted average cost of capital (WACC);costs_wacc_unproven_technologies;;%
Costs & efficiencies;Fuel prices;Biofuels;costs_wood;; €/Tonne
Flexibility;Load on electricity network;Curtailment - solar PV;curtailment_of_buildings_solar_pv_solar_radiation;;%
Flexibility;Load on electricity network;Curtailment - solar PV;curtailment_of_energy_power_solar_pv_offshore;;%
Flexibility;Load on electricity network;Curtailment - solar PV;curtailment_of_energy_power_solar_pv_solar_radiation;;%
Flexibility;Load on electricity network;Curtailment - solar PV;curtailment_of_households_solar_pv_solar_radiation;;%
Flexibility;Load on electricity network;Demand response - load shifting in industry;deficit_limit_of_industry_chemical_flexibility_load_shifting_electricity;;hours
Flexibility;Load on electricity network;Demand response - load shifting in industry;deficit_limit_of_industry_metal_flexibility_load_shifting_electricity;;hours
Flexibility;Load on electricity network;Demand response - load shifting in industry;deficit_limit_of_industry_other_flexibility_load_shifting_electricity;;hours
Flexibility;Load on electricity network;Demand response - load shifting in industry;deficit_limit_of_industry_other_ict_flexibility_load_shifting_electricity;;hours
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in energy sector;demand_of_molecules_direct_air_capture_co2;;Mton
Emissions;Carbon capture,utilisation and storage;Utilisation and storage of CO<sub>2</sub>;demand_of_molecules_offshore_sequestration_co2;;Mton
Emissions;Carbon capture,utilisation and storage;Utilisation and storage of CO<sub>2</sub>;demand_of_molecules_other_utilisation_co2;;Mton
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_agriculture_chp_engine_biogas_electricity;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_agriculture_chp_engine_biogas_heat;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_agriculture_chp_engine_dispatchable_network_gas_electricity;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_agriculture_chp_engine_dispatchable_network_gas_heat;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_agriculture_chp_engine_must_run_network_gas_electricity;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_agriculture_chp_engine_must_run_network_gas_heat;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_agriculture_chp_wood_pellets_electricity;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_agriculture_chp_wood_pellets_heat;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_agriculture_heatpump_water_water_electricity;;COP
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_agriculture_heatpump_water_water_ts_electricity;;COP
Costs & efficiencies;Hydrogen carriers and ammonia;Hydrogen production;efficiency_ammonia_reforming;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_collective_heatpump_water_water_ts_electricity;;COP
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_combined_hydrogen;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_electricity;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_heatpump_air_water_electricity;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_hybrid_heatpump_air_water_electricity;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_hybrid_hydrogen_heatpump_air_water_electricity;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_network_gas;;%
Costs & efficiencies;Heat;Efficiencies heating built environment;efficiency_buildings_space_heater_wood_pellets;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_chp_combined_cycle_network_gas_electricity;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_chp_combined_cycle_network_gas_heat;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_energy_chp_local_engine_biogas_electricity;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_energy_chp_local_engine_biogas_heat;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_chp_local_engine_network_gas_electricity;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_chp_local_engine_network_gas_heat;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_energy_chp_local_wood_pellets_electricity;;%
Costs & efficiencies;Renewable electricity;Biomass plants;efficiency_energy_chp_local_wood_pellets_heat;;%
Costs & efficiencies;Renewable electricity;Waste power;efficiency_energy_chp_supercritical_waste_mix_electricity;;%
Costs & efficiencies;Renewable electricity;Waste power;efficiency_energy_chp_supercritical_waste_mix_heat;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_chp_ultra_supercritical_coal_electricity;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_chp_ultra_supercritical_coal_heat;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_chp_ultra_supercritical_cofiring_coal_electricity;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_chp_ultra_supercritical_cofiring_coal_heat;;%
Costs & efficiencies;Flexibility;Electricity storage;efficiency_energy_flexibility_flow_batteries_electricity;;%
Costs & efficiencies;Flexibility;Electricity storage;efficiency_energy_flexibility_hv_opac_electricity;;%
Costs & efficiencies;Flexibility;Electricity storage;efficiency_energy_flexibility_mv_batteries_electricity;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_power_combined_cycle_coal;;%
Costs & efficiencies;Renewable electricity;Hydrogen plants;efficiency_energy_power_combined_cycle_hydrogen;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_power_combined_cycle_network_gas;;%
Costs & efficiencies;Electricity;Oil plants;efficiency_energy_power_engine_diesel;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_power_engine_network_gas;;%
Costs & efficiencies;Electricity;Nuclear plants;efficiency_energy_power_nuclear_gen2_uranium_oxide;;%
Costs & efficiencies;Electricity;Nuclear plants;efficiency_energy_power_nuclear_gen3_uranium_oxide;;%
Costs & efficiencies;Electricity;Nuclear plants;efficiency_energy_power_nuclear_small_modular_reactor_uranium_oxide;;%
Costs & efficiencies;Renewable electricity;Solar power;efficiency_energy_power_solar_pv_solar_radiation;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_power_supercritical_coal;;%
Costs & efficiencies;Renewable electricity;Waste power;efficiency_energy_power_supercritical_waste_mix;;%
Costs & efficiencies;Renewable electricity;Hydrogen plants;efficiency_energy_power_turbine_hydrogen;;%
Costs & efficiencies;Electricity;Gas plants;efficiency_energy_power_turbine_network_gas;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_power_ultra_supercritical_coal;;%
Costs & efficiencies;Electricity;Coal plants;efficiency_energy_power_ultra_supercritical_cofiring_coal;;%
Costs & efficiencies;Electricity;Oil plants;efficiency_energy_power_ultra_supercritical_crude_oil;;%
